Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,pred_1,pred_2,pred_3
"In the US , greater than 200,000 surgeries are performed each year for pelvic organ prolapse and 81 % of these are to correct cystocele .",6,Many women in America get surgery to fix problems with their wombs.,Some women in America get an operation every year because their bladder is not working properly.,Many women in the US have surgery each year to fix a problem where their bladder drops down.,3,3,3
The near-absence of genetic recombination in mitochondrial DNA makes it a useful source of information for scientists involved in population genetics and evolutionary biology .,6,Scientists study some old DNA . This tells us about the past.,Scientists use special DNA to find out about the past.,Scientists use mitochondrial DNA to learn about how populations change and how species develop.,3,3,5
"Of all aldehydes , formaldehyde is produced on the largest scale , about .",6,Formaldehyde is a common chemical.,Formaldehyde is an important kind of chemical called an aldehyde.,Formaldehyde is a very common chemical called an aldehyde.,5,5,5
"The two aldehydes of greatest importance in industry , formaldehyde and acetaldehyde , have complicated behavior because of their tendency to oligomerize or polymerize .",6,Formaldehyde and acetaldehyde can join together. This makes new things that act differently.,Some chemicals in factories mix together and make big things.,Formaldehyde and acetaldehyde are two chemicals used in industry. They can combine in different ways.,5,3,5
One example of an epigenetic change in eukaryotic biology is the process of cellular differentiation .,6,Some people like their work because they help others.,Some living things change as they grow.,Changes in genes help different types of cells grow from a single cell.,2,2,3
"The Acanthocephala , a group of parasitic worms previously considered to be a separate phylum , have been shown to be modified rotifers .",6,Some worms are very old animals that have changed a lot.,Some scientists think that tiny worms might not be worms after all.,Some scientists have found out that a certain type of worm is similar to a tiny animal called a rotifer.,2,3,4
The Acanthocephala were thought to be a discrete phylum .,6,Some scientists thought Acanthocephala were different from other animals.,Scientists used to think that Acanthocephala were not like other animals.,Scientists used to think that Acanthocephala were different animals.,4,4,4
Ammonium carbonate is produced by combining carbon dioxide and aqueous ammonia .,6,You combine two things to make a type of salt.,"You make ammonium carbonate by mixing water, ammonia, and carbon dioxide.","To make ammonium carbonate, mix carbon dioxide and ammonia with water.",2,5,5
"Descendants of the therapsids , the cynodonts were still flourishing along with the dinosaurs .",6,Some mammals were alive when the dinosaurs were alive.,There were animals called cynodonts before the dinosaurs.,Some of the animals that came from the therapsids were still alive when the dinosaurs existed.,3,4,4
"Huya has a moderately red-sloped reflectance spectrum in the visible and near-infrared , suggesting a surface rich in organic material such as tholins .",6,"If you shine a light on Huya, it looks brown. This means it probably has dirt on it.",Huya's surface is brown because it has a lot of dead plants.,It looks like Huya has a lot of organic material on its surface.,3,3,3
"There are three types of conics : the ellipse , parabola , and hyperbola .",6,"There are three types of curves: ellipses, parabolas and hyperbolas.",You can make your own special sauce using hollandaise as a base.,"There are three types of conic shapes: ellipses, parabolas, and hyperbolas.",5,4,5
"Adult Neuropterans have four membranous wings , all about the same size , with many veins .",6,Some butterflies have big wings with lines on them.,Adult lacewings have four big wings with lines on them.,Adult Neuropterans have four big wings that are almost the same size and have lots of veins.,3,3,4
Many species of chaetotonid gastrotrichs reproduce entirely by parthenogenesis .,6,Some tiny sea animals have babies without dads.,Many of these small animals have babies without a father.,Some tiny animals can have babies without a father.,2,2,2
"Antipsychotic medicines , such as haloperidol , are sometimes used along with benzodiazepines to control agitation or psychosis .",6,Some people take two medicines to get better.,Some people take two medicines to help them feel better when they are very upset or worried.,Some medicines can help people who are feeling very anxious or ill in the mind. These medicines are sometimes given with others to help calm them down.,2,3,3
Bismuth chloride is used as a catalyst in organic synthesis .,6,Chemists use a special liquid in their work.,Chemists use bismuth chloride to make chemical reactions happen.,"In some chemical reactions, bismuth chloride makes them happen faster.",3,4,4
A person consuming a dangerous amount of alcohol persistently can develop memory blackouts and idiosyncratic intoxication or pathological drunkenness symptoms .,6,Drinking too much alcohol can hurt your memory.,Too much alcohol can make you forget things and act strangely.,Drinking too much alcohol regularly can harm your memory and affect your behaviour when you're drunk.,3,3,3
"Most members of this family are ambush predators , in that they typically remain motionless in a camouflaged position , and then strike suddenly at passing prey .",6,They hide and wait for food.,"These animals stay still until they see food, then they catch it fast.","Some animals hide and wait for their food to come to them. When it does, they catch it quickly.",2,3,3
"Scientists have got new evidence , based on new and better ways of finding dates , using optically stimulated luminescence and Uranium - thorium dating of megafaunal bones .",6,We learn about old animals from their bones.,Scientists found out new things about big animals from old bones.,Scientists have discovered new things about the past by using new techniques.,2,3,3
New evidence based on accurate optically stimulated luminescence and uranium - thorium dating of megafaunal remains suggests that humans were the ultimate cause of the extinction of megafauna in Australia .,6,Many animals in Australia are extinct.,People might have killed the big animals in Australia a long time ago.,New research has shown that humans caused the extinction of big animals in Australia.,2,2,3
Potassium bromate is produced when bromine is passed through a hot solution of potassium hydroxide .,6,You can use it to make more sauces.,"If you mix bromine with hot potassium hydroxide, you get a new substance.","When you mix bromine with hot potassium hydroxide, it creates potassium bromate.",2,4,5
"Olfactory hallucinations can be caused by common medical conditions such as nasal infections , nasal polyps , or dental problems .",6,"When you have a cold or a toothache, things smell funny.","Sometimes, when you have a cold, you might see things because your nose is blocked.","If you have a cold, a blocked nose or a toothache, you might smell things that aren't there.",2,3,3
